"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Direction"
"GO:00989161","GO:0098916","anterograde trans-synaptic signaling","108/2130","413/11776",2.20763057158828e-05,0.0016854779494387,0.00149431835944122,"Rac1/Prkar2b/Homer3/Clcn3/Rab11a/Prkaca/Napa/Neurl1a/Ctnnb1/Bcl2l1/Vdac3/Bcr/Snap47/Pdzd11/Sqstm1/Pacsin2/Mpp2/Rab5a/Gipc1/Stxbp5/Srgn/Adarb1/Tpgs1/Vdac1/P2rx1/Slc6a4/Cacna1g/Dlg4/Gfap/Ston2/Trim9/Mctp1/Slc6a3/Rasgrf2/Syngr1/Ptk2/Shank3/Snap29/Dnm1l/Gsk3b/Prepl/Csnk2b/Jak2/Itgb1/Snca/Stau2/Serpine2/Dbi/Glul/Map1a/Snap23/Car2/Src/P2ry1/Gucy1b1/Eif4e/Sdcbp/Slc6a9/Pink1/Park7/Stx2/Ezh2/Ophn1/Syap1/Nedd4/Nptn/Gnai2/Mgll/Myo6/Nrxn2/Gucy1a1/Ppp3r1/Htr2a/Kiss1r/Paip2/Plcl2/Ppp1r9b/Akap7/Stx11/Zdhhc2/Cpeb3/Reln/Tubb2b/Cd24a/Usp14/Arf1/F2r/Prkca/Cacna1c/Ywhag/Dlg2/Rap1b/Nrgn/Usp46/Cfl1/Abat/Syn3/Flot1/Arrb2/Dlgap4/Kalrn/Sphk1/Kdr/Ica1/Mapk1/Rap1a/Septin5/Prnp",108,"Down"
"GO:00308341","GO:0030834","regulation of actin filament depolymerization","21/2130","47/11776",2.28796111061594e-05,0.00171168136232639,0.00151754989502501,"Flii/Wdr1/Arpc2/Dstn/Plek/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Cfl1/Tmod3/Capza1",21,"Down"
"GO:00995371","GO:0099537","trans-synaptic signaling","109/2130","418/11776",2.30693577686358e-05,0.00171168136232639,0.00151754989502501,"Rac1/Prkar2b/Homer3/Clcn3/Rab11a/Prkaca/Napa/Neurl1a/Ctnnb1/Bcl2l1/Vdac3/Bcr/Snap47/Pdzd11/Sqstm1/Pacsin2/Mpp2/Rab5a/Gipc1/Stxbp5/Srgn/Adarb1/Tpgs1/Vdac1/P2rx1/Slc6a4/Cacna1g/Dlg4/Gfap/Ston2/Trim9/Mctp1/Slc6a3/Rasgrf2/Syngr1/Ptk2/Shank3/Snap29/Dnm1l/Gsk3b/Prepl/Csnk2b/Jak2/Itgb1/Snca/Stau2/Serpine2/Dbi/Glul/Map1a/Snap23/Car2/Src/P2ry1/Gucy1b1/Eif4e/Sdcbp/Slc6a9/Pink1/Park7/Stx2/Ezh2/Ophn1/Syap1/Nedd4/Nptn/Gnai2/Mgll/Myo6/Nrxn2/Gucy1a1/Ppp3r1/Htr2a/Kiss1r/Paip2/Plcl2/Ppp1r9b/Akap7/Daglb/Stx11/Zdhhc2/Cpeb3/Reln/Tubb2b/Cd24a/Usp14/Arf1/F2r/Prkca/Cacna1c/Ywhag/Dlg2/Rap1b/Nrgn/Usp46/Cfl1/Abat/Syn3/Flot1/Arrb2/Dlgap4/Kalrn/Sphk1/Kdr/Ica1/Mapk1/Rap1a/Septin5/Prnp",109,"Down"
"GO:1900047","GO:1900047","negative regulation of hemostasis","15/2130","28/11776",2.39584505092179e-05,0.00175295996225778,0.00155414685540058,"Alox12/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Ptger3/Thbs1/Sh2b3/Gp5/Gp1ba/Prkg1/Abat",15,"Down"
"GO:00702011","GO:0070201","regulation of establishment of protein localization","111/2130","428/11776",2.5104128277017e-05,0.00181162394196337,0.00160615742127072,"Rac1/Bcap31/Tgfb1/Cd36/Akt2/Pde1c/Rab11a/Prkaca/Ergic3/Arpc2/Cdc42/Ctsd/Dynll1/Mcu/Chp1/Tsg101/Gdi1/Birc5/Septin8/Arrb1/Fis1/Stxbp5/Snx3/Erlec1/Sar1b/Fkbp1b/Rsad2/Rph3al/Ywhae/Myh10/Ppm1a/Glrx/Bnip3l/Dmtn/Oxct1/Golph3/Angpt1/Dnm1l/Gsk3b/Adcy5/Bsg/Trem2/Myom1/Ndfip1/Jak2/Cct8/Klf7/Sumo1/Mff/Bard1/Pam/Pfkfb2/Glul/Mpc2/Frmd4a/Uhmk1/Prkcq/Gapvd1/Stom/Ptpn1/Src/Anxa5/Pdcd10/Ube2j1/Anp32b/Txn1/Pink1/Park7/Tomm7/Cct7/Edem1/Camk1/Nucb1/Sytl4/Flna/Adam9/Wwp2/Atp2c1/Slc16a1/Ucp2/Oaz1/Eipr1/Sh3glb1/Mavs/Cd81/Cnst/Picalm/Zdhhc2/Ptger3/Tm7sf3/Os9/Oaz2/Selenok/Ptpn11/Sh3tc2/Yod1/Golph3l/Arf1/F2r/Vamp8/Kcnn4/Gsk3a/Abat/Bcas3/Ptp4a3/Ica1/Mapk1/Ifi27/Ank3/Ppia/Prnp",111,"Down"
"GO:19000461","GO:1900046","regulation of hemostasis","20/2130","44/11776",2.62376796341615e-05,0.00186783913936166,0.00165599693508925,"Alox12/Cd36/Prdx2/Dmtn/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Hpse/Ptger3/Thbs1/Sh2b3/Gp5/F2r/Gp1ba/Prkg1/Abat",20,"Down"
"GO:00508011","GO:0050801","ion homeostasis","126/2130","499/11776",2.82659751259067e-05,0.00198540209284368,0.0017602264088933,"Comt/Ckb/Bcap31/Tgfb1/Cd36/Epor/Cyba/Slc4a1/Sod2/Mcu/Atp6v0d1/Chp1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Cln5/Ank/Smdt1/Grina/Ptk2/Tfrc/Adcy5/Sod1/Tmbim6/Epb42/Rhag/Atp6v0c/Slc39a6/Ndfip1/Fech/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Tmem9/Atp2b4/Gnas/Car2/P2ry1/Slc6a9/Rhd/Gnb1/Slc30a9/Tesc/Eif2ak1/Trim24/Kel/Tbxas1/Gp9/Stim1/Atp6ap2/Gata1/Abcb7/Ank1/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Ltf/Gnai2/Atp2c1/Trpc1/Fkbp1a/Grn/Htr2a/Wnk4/Slc24a5/Ibtk/Clic4/Atp6v0a2/Snx10/Atp6v1g1/Picalm/Ptger3/C3ar1/Lyn/Selenok/Wnk1/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Mafg/Tmco1/Atp6v1a/Vapb/Ncoa4/B2m/Kdr/Mapk3/Slc39a4/Mapk1/Slc24a3/Ank3/Selenot/Eif5a/Prnp/Capn3/Rab7/Rnasek",126,"Down"
"GO:00975811","GO:0097581","lamellipodium organization","29/2130","76/11776",2.8696370904482e-05,0.00198911160427383,0.00176351520364525,"Fer/Rac1/Aqp1/Arpc2/Cdc42/Arpc5/Pmp22/Abi3/Vcl/Dmtn/Golph3/Parvb/Twf1/Akirin1/Itgb1/Abi2/Nckap1/Spef1/Src/Capzb/Wasf2/Wasf3/Cttn/Was/Mtss2/Brk1/P2ry12/Cfl1/Nck2",29,"Down"
"GO:00900661","GO:0090066","regulation of anatomical structure size","100/2130","379/11776",2.99892023733951e-05,0.00205172880653305,0.00181903063473348,"Fer/Rac1/Esam/Flii/Clcn3/Aqp1/Rab11a/Wdr1/Irag1/Arpc2/Sod2/Rhoa/Arpc5/Gdi1/Xk/Dstn/Rab5a/Pfn1/Akt3/Plek/Rab21/Sptbn1/Cdkl3/Rtn4/Pecam1/P2rx1/Slc6a4/Cacna1g/Sptb/Anxa7/Dmtn/Twf1/Ptk2/Shank3/Gsk3b/Ap2m1/Sod1/Adcy6/Arhgap28/Bin1/Cln8/Spta1/Gsn/Nckap1/Sema6d/Rab22a/P2ry1/Hax1/Iqgap3/Gclm/Tmod1/Capzb/Hp1bp3/Draxin/Add1/Arpc3/Arpc1a/Arpc1b/Plxna4/Mtpn/Kel/Tbxas1/Add2/Ilk/Cttn/Was/G6pdx/Tpm1/Rpl4/Mgll/Gucy1a1/Brk1/Htr2a/Cracd/Wdtc1/Inf2/Arhgap18/Picalm/Ptger3/Ptgs1/F2r/Agtr1a/Pls1/Tmsb4x/Cacna1c/Prkg1/Chmp3/Pde5a/Kcnn4/Cfl1/Tmod3/Grb2/Kdr/Cdc42ep5/Gpx1/Nck2/Capza1/Arpc4/Tmsb10/Lamtor5",100,"Down"
"GO:00061191","GO:0006119","oxidative phosphorylation","30/2130","80/11776",3.10807675066384e-05,0.00209914722083296,0.00186107105839345,"Cox5a/Atp5pb/Bid/Rhoa/Cox7c/Uqcrb/Ndufs6/Ppif/Ndufb9/Cox7a2l/Sdhaf2/Ndufb8/Iscu/Snca/Vcp/Pink1/Park7/Nipsnap2/Cox4i1/Cox7a2/Gadd45gip1/Cox6a1/Ndufa7/Uqcrq/Chchd10/Uqcr10/Cox5b/Uqcrh/Chchd2/Ndufb6",30,"Down"
"GO:00300321","GO:0030032","lamellipodium assembly","25/2130","62/11776",3.40844836945655e-05,0.00227287417851862,0.00201509465893121,"Fer/Rac1/Aqp1/Arpc2/Cdc42/Pmp22/Abi3/Vcl/Dmtn/Golph3/Parvb/Twf1/Akirin1/Itgb1/Abi2/Nckap1/Spef1/Capzb/Wasf2/Wasf3/Was/Brk1/P2ry12/Cfl1/Nck2",25,"Down"
"GO:00109591","GO:0010959","regulation of metal ion transport","76/2130","272/11776",3.48237834730544e-05,0.00228329861816778,0.0020243368039025,"Tgfb1/Homer3/Akt2/Cyba/Ctnnb1/Rhoa/Chp1/Ywhah/Calm3/Akt3/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Ywhae/Cacna1g/Glrx/Pde4d/Mylk/Tmbim6/Fhl1/Trem2/Ehd3/Bin1/Gnaq/Itgb1/Iscu/Snca/Sumo1/Serpine2/Dbi/Atp2b4/Stom/Gnas/Slc6a9/Epb41/Tesc/Nipsnap2/Kel/Stim1/Flna/G6pdx/Plp1/Saraf/Wwp2/Trpc6/Ubash3b/Gnb5/Nedd4/Gnai2/Trpc1/Fkbp1a/Htr2a/Wnk4/P2ry12/Cd84/Ptpn3/Akap7/Ptger3/Tspo/Lyn/S100a1/Wnk1/Arf1/F2r/Agtr1a/Orai1/F2rl3/Cacna1c/1810037I17Rik/Arrb2/B2m/Ank3/Prnp/Capn3",76,"Down"
"GO:00072291","GO:0007229","integrin-mediated signaling pathway","28/2130","73/11776",3.51076666802564e-05,0.00228329861816778,0.0020243368039025,"Itgb2/Cdc42/Rhoa/Itga2/Lims1/Plek/Itgb3/Itgb4/Fut8/Dmtn/Ptk2/Itgb5/Fermt3/Itga7/Itgb1/Itga6/Src/Tln1/Zyx/Lat/Ilk/Flna/Itga2b/Isg15/Ctnna1/Ptpn11/Fcer1g/Mpig6b",28,"Down"
"GO:00096361","GO:0009636","response to toxic substance","29/2130","77/11776",3.81662380654619e-05,0.00243467098889604,0.00215854117766289,"Cd36/Gstm5/Prdx2/Cnp/Sod2/Slc6a4/Esd/Sod1/Pim1/Ralbp1/Slc18a2/Abcb6/Prdx6/Cat/Prdx1/Akr1a1/Pink1/Park7/Aldh2/Pon3/Abcg2/Pon2/Ccs/Wapl/Aldh1a1/Mapk3/Mapk1/Gpx1/Selenot",29,"Down"
"GO:00550801","GO:0055080","cation homeostasis","123/2130","488/11776",3.83594707817713e-05,0.00243467098889604,0.00215854117766289,"Comt/Bcap31/Tgfb1/Cd36/Epor/Cyba/Slc4a1/Sod2/Mcu/Atp6v0d1/Chp1/Gata2/Xk/Atox1/Fis1/Atp6ap1/Calm3/Micu1/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Dlg4/Mcur1/F2rl2/Pde4d/Anxa7/Micu2/Cln5/Ank/Smdt1/Grina/Tfrc/Adcy5/Sod1/Tmbim6/Epb42/Rhag/Atp6v0c/Slc39a6/Ndfip1/Fech/Fth1/Jak2/Alas2/Iscu/Snca/Abcb6/Dbi/Tmem9/Atp2b4/Gnas/Car2/P2ry1/Slc6a9/Rhd/Gnb1/Slc30a9/Tesc/Eif2ak1/Trim24/Kel/Gp9/Stim1/Atp6ap2/Gata1/Abcb7/Ank1/Aplp2/Trpc6/Ubash3b/Nptn/Pik3cb/Ltf/Gnai2/Atp2c1/Trpc1/Fkbp1a/Grn/Htr2a/Wnk4/Slc24a5/Ibtk/Clic4/Atp6v0a2/Snx10/Atp6v1g1/Picalm/Ptger3/C3ar1/Lyn/Selenok/Wnk1/Cd24a/Gp5/F2r/Agtr1a/F2rl3/Gp1ba/Ftl1/Gp1bb/Prkca/Cacna1c/Mafg/Tmco1/Atp6v1a/Vapb/Ncoa4/B2m/Kdr/Mapk3/Slc39a4/Mapk1/Slc24a3/Ank3/Selenot/Eif5a/Prnp/Capn3/Rab7/Rnasek",123,"Down"
"GO:00508181","GO:0050818","regulation of coagulation","20/2130","45/11776",3.92517011125296e-05,0.00244533487375506,0.00216799561100811,"Alox12/Cd36/Prdx2/Dmtn/Pros1/Pdgfa/Serpine2/Anxa5/Cd9/Ubash3b/Tspan8/Hpse/Ptger3/Thbs1/Sh2b3/Gp5/F2r/Gp1ba/Prkg1/Abat",20,"Down"
"GO:00105911","GO:0010591","regulation of lamellipodium assembly","16/2130","32/11776",3.94839983475879e-05,0.00244533487375506,0.00216799561100811,"Fer/Rac1/Aqp1/Arpc2/Cdc42/Abi3/Dmtn/Twf1/Akirin1/Abi2/Nckap1/Capzb/Wasf2/Was/Brk1/Cfl1",16,"Down"
"GO:0001504","GO:0001504","neurotransmitter uptake","13/2130","23/11776",3.99200453953939e-05,0.00244533487375506,0.00216799561100811,"Itgb3/Slc6a4/Gfap/Slc6a3/Slc22a3/Slc18a2/Itgb1/Snca/Cln8/Slc6a9/Park7/Gpm6b/Flot1",13,"Down"
"GO:00343291","GO:0034329","cell junction assembly","68/2130","238/11776",4.14019149472297e-05,0.00250695733266674,0.0022226291182197,"Ramp2/Rac1/Esam/Dusp3/Pkn2/Wdr1/Prkaca/Crkl/Cdc42/Ctnnb1/Rhoa/Hipk1/Bcr/Actn1/Itga2/Pmp22/Lims1/Wdpcp/Itgb3/Pecam1/Itgb4/Vcl/Dmtn/Ptk2/Shank3/Gsk3b/Ache/Sorbs1/Ptprj/Itgb1/Snca/Stau2/Lamc1/Abi2/Src/Rab13/Sdcbp/Tln1/Actb/Add2/Cd9/Tjp1/Cttn/Ophn1/Gpm6b/Arhgap6/Nptn/Pdcd6ip/Myo6/Nrxn2/Lrrn3/Micall2/Ctnna1/F11r/S100a10/Reln/Mdga1/Ptpn11/Prkca/Rap1b/Actn4/Cfl1/Bcas3/Flot1/Actg1/Kdr/Rap1a/Capza1",68,"Down"
"GO:0010544","GO:0010544","negative regulation of platelet activation","10/2130","15/11776",4.53686646803693e-05,0.00267393566835095,0.00237066949615816,"Alox12/Pdgfa/Serpine2/Cd9/Ubash3b/Ptger3/Sh2b3/Gp5/Prkg1/Abat",10,"Down"
"GO:00432541","GO:0043254","regulation of protein-containing complex assembly","90/2130","337/11776",4.57222160482334e-05,0.00267393566835095,0.00237066949615816,"Fer/Rac1/Esam/Tgfb1/Flii/Cd36/Bid/Napa/Arpc2/Cdc42/Rhoa/Arpc5/Lamp2/Pfn1/Septin8/Stxbp5/Plek/Sptbn1/Sar1b/Pecam1/Sptb/Trim9/Ppm1a/Slf1/Clu/Dmtn/Asap1/Twf1/Tfrc/Gsk3b/Trem2/Arhgap28/Bin1/Riok3/Ppp2r5b/Snca/Sumo1/Nek7/Spta1/Selp/Gsn/Camsap1/Nckap1/Dut/Mapre1/Src/Hax1/Tmod1/Vcp/Tal1/Capzb/Pink1/Park7/Ctnnbip1/Add1/Arpc3/Arpc1a/Arpc1b/Mtpn/Add2/Lcmt1/Cttn/Eif4ebp1/Tpm1/Brk1/Epn1/Isg15/Slain2/P2ry12/Cracd/Sh3glb1/Arhgap18/Kif14/Ptpn11/Cd24a/Tmsb4x/Rap1b/Cfl1/Tmod3/Gda/Grb2/Fnip2/Ica1/Cdc42ep5/Nck2/Psrc1/Capza1/Igtp/Arpc4/Tmsb10",90,"Down"
"GO:00171571","GO:0017157","regulation of exocytosis","52/2130","170/11776",4.67232582866113e-05,0.00267393566835095,0.00237066949615816,"Fer/Itgb2/Septin1/Lgals9/Bcl2l1/Bcr/Tsg101/Gata2/Rab5a/Rab3d/Gipc1/Stxbp5/Rab21/Rab10/P2rx1/Rph3al/Cacna1g/Trim9/Glrx/Dnm1l/Gsk3b/Prepl/Rab27b/Snca/Septin2/Syt13/Snap23/P2ry1/Rab13/Sdcbp/Gata1/Sytl4/Lamp1/Pdcd6ip/Gnai2/Myo6/Chmp2a/Htr2a/Rab8b/Cd84/Scamp5/Lyn/Arf1/Vamp8/Prkca/Rap1b/Unc13d/Fcer1g/Rap1a/Syt11/Septin5/Rab7",52,"Down"
"GO:00550721","GO:0055072","iron ion homeostasis","25/2130","63/11776",4.68945681801324e-05,0.00267393566835095,0.00237066949615816,"Sod2/Atp6v0d1/Atp6ap1/Tfrc/Sod1/Epb42/Rhag/Ndfip1/Fech/Fth1/Alas2/Iscu/Slc6a9/Rhd/Eif2ak1/Abcb7/Ank1/Ltf/Atp6v0a2/Atp6v1g1/Picalm/Ftl1/Atp6v1a/Ncoa4/B2m",25,"Down"
"GO:00450551","GO:0045055","regulated exocytosis","56/2130","187/11776",4.71852250053918e-05,0.00267393566835095,0.00237066949615816,"Fer/Itgb2/Lgals9/Prkaca/Napa/Bcl2l1/Bcr/Snap47/Gata2/Rab5a/Rab3d/Gipc1/Stxbp5/Plek/Rab10/P2rx1/Rph3al/Cacna1g/Trim9/Dmtn/Ywhaz/Syngr1/Myh9/Snap29/Dnm1l/Gsk3b/Prepl/Snca/Syt13/Snap23/P2ry1/Vamp3/Sdf4/Stx2/Arl8b/Lat/Gata1/Lamp1/Gnai2/Myo6/Htr2a/Cd84/Stx11/Scamp5/Lyn/Arf1/Vamp8/Prkca/Cacna1c/Rap1b/Unc13d/Fcer1g/Rap1a/Syt11/Septin5/Rab11b",56,"Down"
"GO:00550761","GO:0055076","transition metal ion homeostasis","33/2130","93/11776",4.72050146462866e-05,0.00267393566835095,0.00237066949615816,"Sod2/Atp6v0d1/Atox1/Atp6ap1/Tfrc/Sod1/Epb42/Rhag/Slc39a6/Ndfip1/Fech/Fth1/Alas2/Iscu/Abcb6/Slc6a9/Rhd/Slc30a9/Eif2ak1/Abcb7/Ank1/Aplp2/Ltf/Atp2c1/Atp6v0a2/Atp6v1g1/Picalm/Ftl1/Atp6v1a/Ncoa4/B2m/Slc39a4/Prnp",33,"Down"
"GO:00510471","GO:0051047","positive regulation of secretion","68/2130","239/11776",4.78293889448874e-05,0.00268048107406029,0.00237647255037475,"Itgb2/Rac1/Tgfb1/Aqp1/Cyba/Bcl2l1/Dynll1/Mcu/Tsg101/Gata2/Rab5a/Arrb1/Rab3d/Stxbp5/Rtn4/Slc6a4/Rph3al/Cacna1g/Myh10/Glrx/Oxct1/Golph3/Pla2g10/Dnm1l/Itsn1/Bsg/Trem2/Myom1/Rab27b/Jak2/Snca/Pfkfb2/Glul/Mpc2/Frmd4a/Prkcq/Bmp2/P2ry1/Sdcbp/Pink1/Gata1/Sytl4/Lamp1/Adam9/Map1lc3b/Pdcd6ip/Gnai2/Mif/Chmp2a/Kiss1r/Rab8b/Tm7sf3/Scamp5/Ptpn11/Golph3l/Arf1/Vamp8/Prkca/Kcnn4/Pla2g4a/Abat/Unc13d/Fcer1g/Sphk1/Ppia/Septin5/Selenot/Rab7",68,"Down"
"GO:00308351","GO:0030835","negative regulation of actin filament depolymerization","18/2130","39/11776",5.14622088290349e-05,0.00285371490643533,0.00253005895373327,"Flii/Arpc2/Sptbn1/Sptb/Dmtn/Twf1/Spta1/Gsn/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Cfl1/Tmod3/Capza1",18,"Down"
"GO:00514931","GO:0051493","regulation of cytoskeleton organization","108/2130","422/11776",5.82437982325241e-05,0.00319612842800976,0.00283363742058892,"Fer/Dynlt1c/Chmp1a/Rac1/Esam/Spag5/Tgfb1/Flii/Bicd1/Wdr1/Arpc2/Cdc42/Rhoa/Mid1ip1/Arpc5/Dstn/Pfn1/Trim37/Plek/Sptbn1/Itgb3/Pecam1/Sptb/Dmtn/Twf1/Shank3/Gsk3b/Arhgap28/Mapre2/Bin1/Arhgdia/Snca/Stau2/Pam/Capn2/Spta1/Prkcq/Abi2/Gsn/Camsap1/Nckap1/Kif18a/Map1a/Spef1/Tpx2/Mapre1/Gpsm2/Hax1/Sass6/Iqgap3/Tmod1/Chmp5/Prkaa2/Stil/Capzb/Wasf2/Add1/Arpc3/Arpc1a/Arpc1b/Wasf3/Mtpn/Add2/Arhgdib/Tjp1/Ilk/Cttn/Was/Flna/Gpm6b/Arhgap6/Mylk3/Tpm1/Chmp2a/Brk1/Gas2l1/Kiss1r/Slain2/Cracd/Bicd2/F11r/Chmp4b/Arhgap18/S100a10/Ppm1e/Bst2/Arf1/Tmsb4x/Cd47/Cfl1/Cep70/Tmod3/Gda/Bcas3/Grb2/Actg1/Mapk3/Mapk1/Cdc42ep5/Nck2/Psrc1/Capza1/Rhog/Arpc4/Tmsb10/Kifc1/Dynlt1b/Chmp1b",108,"Down"
"GO:00308371","GO:0030837","negative regulation of actin filament polymerization","22/2130","53/11776",5.90389221276179e-05,0.00320636125534321,0.00284270968508129,"Flii/Arpc2/Pfn1/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Spta1/Gsn/Tmod1/Capzb/Add1/Mtpn/Add2/Tpm1/Cracd/Tmsb4x/Cfl1/Tmod3/Capza1/Tmsb10",22,"Down"
"GO:00200271","GO:0020027","hemoglobin metabolic process","11/2130","18/11776",6.00690575171985e-05,0.00320747123607267,0.0028436937766164,"Snx3/Epb42/Fech/Alas2/Cat/Slc6a9/Add1/Eif2ak1/Abcb10/Slc25a37/Lyn",11,"Down"
"GO:00316231","GO:0031623","receptor internalization","33/2130","94/11776",6.02770790378122e-05,0.00320747123607267,0.0028436937766164,"Itgb2/Ramp2/Cd36/Rab5a/Arrb1/Itgb3/Dlg4/Angpt1/Tfrc/Ap2m1/Ache/Itgb1/Snca/Sdcbp/Cd9/Ophn1/Nedd4/Myo6/Ppp3r1/Ramp1/Cd81/Picalm/Ptger3/Ankrd13a/Arf1/Ubqln2/Ceacam2/Usp46/Fcer1g/Calcrl/Flot1/Grb2/Arrb2",33,"Down"
"GO:00190581","GO:0019058","viral life cycle","60/2130","206/11776",6.30053514689034e-05,0.00331912191538183,0.00294268152071078,"Chmp1a/Rad23a/Pkn2/Cdc42/Slc3a2/Tsg101/Slpi/Rab5a/Snx3/Adarb1/Rsad2/Itgb3/Top2a/Spcs1/Ctsb/Bsg/Pcx/Trim8/Ifitm3/Nucks1/Gsn/Stom/Chmp5/Vcp/Eps15/Oasl2/Oas1b/Rab43/Arl8b/Nedd4/Ppib/Ltf/Pdcd6ip/Fbxl2/Oas3/Tpcn1/Chmp2a/Trim59/Isg15/Smpd1/Mavs/Chmp4b/Mvb12b/Isg20/Trim56/Bst2/Agtr1a/Vamp8/Vapb/Hmga2/Trim12c/Ifi27/Rnasel/Oas1e/Ppia/Trim10/Clec4g/Rab7/Rnasek/Chmp1b",60,"Down"
"GO:01100531","GO:0110053","regulation of actin filament organization","61/2130","211/11776",6.96675937529031e-05,0.00363375132564647,0.00322162702951153,"Fer/Rac1/Esam/Flii/Wdr1/Arpc2/Cdc42/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Pecam1/Sptb/Dmtn/Twf1/Shank3/Arhgap28/Bin1/Spta1/Prkcq/Abi2/Gsn/Nckap1/Hax1/Tmod1/Capzb/Wasf2/Add1/Arpc3/Arpc1a/Arpc1b/Wasf3/Mtpn/Add2/Tjp1/Cttn/Was/Flna/Arhgap6/Tpm1/Brk1/Kiss1r/Cracd/F11r/Arhgap18/S100a10/Ppm1e/Arf1/Tmsb4x/Cd47/Cfl1/Tmod3/Grb2/Actg1/Cdc42ep5/Nck2/Capza1/Arpc4/Tmsb10",61,"Down"
"GO:00068161","GO:0006816","calcium ion transport","75/2130","273/11776",7.19278402951917e-05,0.00371486139877519,0.00329353795035878,"Ramp2/Tgfb1/Homer3/Cyba/Ctnnb1/Rhoa/Mcu/Calm3/Micu1/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Mcur1/Pde4d/Micu2/Smdt1/Dnm1l/Mylk/Tmbim6/Ehd3/Bin1/Snca/Sumo1/Dbi/Atp2b4/Epb41/Nipsnap2/Gp9/Stim1/G6pdx/Plp1/Saraf/Panx1/Trpc6/Ubash3b/Gnb5/Gnai2/Atp2c1/Tpcn1/Trpc1/Fkbp1a/Ramp1/Htr2a/Slc24a5/Ibtk/P2ry12/Cd84/Ptger3/Tspo/Lyn/Selenok/S100a1/Pkd1l1/Gp5/F2r/Pkd1l3/Agtr1a/Orai1/F2rl3/Gp1ba/Gp1bb/Cacna1c/Tmco1/1810037I17Rik/Kcnn4/Calcrl/Arrb2/Slc24a3/Prnp/Capn3",75,"Down"
"GO:00705881","GO:0070588","calcium ion transmembrane transport","57/2130","194/11776",7.30195649308285e-05,0.00373463172869519,0.00331106601531003,"Tgfb1/Cyba/Mcu/Calm3/Micu1/Vdac1/Rgs9/Fkbp1b/Itgb3/P2rx1/Atp2a3/Ywhae/Cacna1g/Mcur1/Pde4d/Micu2/Smdt1/Ehd3/Bin1/Snca/Sumo1/Dbi/Atp2b4/Nipsnap2/Gp9/Stim1/G6pdx/Plp1/Panx1/Trpc6/Ubash3b/Gnb5/Atp2c1/Tpcn1/Trpc1/Fkbp1a/Htr2a/Slc24a5/Ibtk/P2ry12/Ptger3/Lyn/S100a1/Pkd1l1/Gp5/F2r/Agtr1a/Orai1/F2rl3/Gp1ba/Gp1bb/Cacna1c/Tmco1/1810037I17Rik/Slc24a3/Prnp/Capn3",57,"Down"
"GO:00329701","GO:0032970","regulation of actin filament-based process","80/2130","296/11776",7.69769735291249e-05,0.00389917977453298,0.00345695173632315,"Fer/Rac1/Esam/Tgfb1/Flii/Cnn2/Wdr1/Arpc2/Cdc42/Rhoa/Arpc5/Dstn/Pfn1/Plek/Sptbn1/Itgb3/Pecam1/Sptb/Pde4d/Dmtn/Myh9/Twf1/Shank3/Arhgap28/Bin1/Arhgdia/Stau2/Sumo1/Pam/Spta1/Prkcq/Abi2/Gsn/Nckap1/Hax1/Iqgap3/Tmod1/Capzb/Wasf2/Add1/Arpc3/Arpc1a/Arpc1b/Wasf3/Mtpn/Add2/Arhgdib/Tjp1/Ilk/Cttn/Was/Flna/Gpm6b/Arhgap6/Mylk3/Tpm1/Brk1/Kiss1r/Cracd/F11r/Arhgap18/Ptger3/S100a10/Ppm1e/Bst2/Arf1/Tmsb4x/Cacna1c/Cd47/Cfl1/Tmod3/Bcas3/Grb2/Actg1/Cdc42ep5/Nck2/Capza1/Rhog/Arpc4/Tmsb10",80,"Down"
